NAME,EMAIL,GENDER,Area,latitude,longitude,,Art-Watercolor Painting,Art-Pastel Painting,Art-Pencil Drawing,Art-Charcoal Drawing,Art-Ink Illustration,Art-Woodcut Printing,Art-Linocut Printing,Art-Etching,Art-Calligraphy,Art-Ceramics,Art-Textile Arts,,Music-Bollywood,Music-Devotional,Music-Indian Classical,Music-Hindustani,Music-Carnatic,Music-Regional Music,Music-Punjabi,Music-Tamil,Music-Telugu,Music-Bengali,Music-Marathi,Music-Kannada,Music-Gujarati,Music-Pop,Music-Hip-Hop and Rap,Music-Electronic,Music-Folk,Music-Sufi and Ghazal,Music-Classical Fusion,Music-New Releases,Music-Bollywood Classics,Music-Mood-Based Playlists,Music-Artist Radio
Ishita Dara,ishitadara@outlook.com,Female,Koramangala,12.93523445,77.59990802,,-0.662501312,-0.623431274,-0.097241702,0.412951268,-0.600035014,-0.854339729,-0.802159229,-0.872586606,-1.910196245,-1.015763109,-0.66578373,,-1.792767246,-0.927548392,-0.649245347,-1.452820769,-0.79288637,-0.155220415,-1.195841605,0.387310888,-0.018212512,0.825343261,1.17709874,1.142123404,0.436590629,-0.487932837,-0.612662369,0.701175174,-0.404146331,-0.170901049,-0.150113814,0.130203043,-0.093784501,-0.077545907,-0.421596944
Ivana Keer,ivanakeer@gmail.com,Male,JP Nagar,12.88760909,77.59779548,,1.303985298,1.30474265,1.745584575,1.852903144,0.401491929,0.297000962,0.028636251,0.199471983,0.019167032,1.019325221,-0.169265361,,-1.381859073,-0.744387099,-1.08294373,-1.05131165,0.62038059,-0.094919112,0.151072863,0.74241912,1.083088545,0.32660558,0.293274695,1.00351737,-0.484140902,0.30922076,1.644294926,1.240369739,-0.443227766,-0.590344618,0.517017074,1.313115826,0.393742778,-0.20418296,0.197004996
Vivaan Bahri,vivaanbahri@gmail.com,Male,Sarjapur,12.83292608,77.76069271,,0.433507159,0.794456009,-0.777648862,0.939095725,0.071288148,-0.96006911,-0.737975299,-0.203523692,-0.687588562,1.601302866,1.769674253,,-0.968959377,-0.84259397,-1.86631471,-2.395391396,-0.193869785,-1.394209223,-0.995214228,-0.689173168,-0.45557927,-1.062428866,-1.045896707,-0.086872722,-1.055185457,-1.025607531,-0.476833081,-0.315186578,-1.588823133,-1.056368576,-1.136709827,-1.142643845,-1.583403246,-1.575897974,-1.836958507
Neha Kapoor,neha.kapoor@gmail.com,Female,JP Nagar,12.90310301,77.58642036,,-0.840997756,-1.405755274,-1.11084734,0.33683369,0.446498492,1.594797246,1.001880968,0.541253889,1.4066121,0.508802983,0.403429368,,0.886732012,0.976209547,-0.140239562,0.022976854,-1.998528173,-0.997520448,-0.175716328,-2.147836728,-2.251435141,0.081292539,0.324253468,-1.673218534,0.47270443,-1.512162009,-1.483875478,-0.801442647,-1.012384869,0.043422769,-0.694908235,-1.081500991,-1.594223306,-1.764852268,-0.83608504
Nirvi Wadhwa,nirviwadhwa@outlook.com,Female,Sarjapur,12.86824949,77.80887533,,-0.108236172,-0.132924654,0.214987651,0.635483152,-0.192178589,-1.128240423,-0.29483319,-1.255971021,-1.559773722,-2.485390545,-2.244643152,,-0.748616676,-1.420114678,-0.862848073,-0.592956643,-1.071113649,-0.776322865,-1.010436957,-1.352392216,-0.264274412,-1.022012893,-1.752407922,-1.746688464,-0.589894453,-1.193592657,-1.04069619,-1.527728338,-0.998688319,-1.735835203,-1.548211497,-0.514572171,-1.241641245,-1.734313795,-1.184189597
Adira Chokshi,adirachokshi@outlook.com,Female,Sarjapur,12.85623557,77.81353963,,0.159021361,-1.052919992,-0.398542175,-1.130712238,1.071580717,1.615601997,0.873098945,0.571804433,1.446688692,-1.363240495,-0.80252146,,0.634956632,-0.442551681,-0.75941224,-0.235193949,-0.987737802,0.134004583,-0.247982447,0.337557492,0.008654051,-0.260246798,0.407859615,-0.247652124,-1.081674786,0.543898176,0.327909594,-0.710344382,-0.505333179,-0.921619129,-0.12699208,-0.194657447,-0.217178952,-0.012744722,-0.518194839
Piya Din,piyadin@gmail.com,Female,JP Nagar,12.88675427,77.54110873,,-0.520371164,0.025704375,0.150185209,0.244695115,-0.092158153,-0.348819733,-0.273749118,0.072818713,0.940152619,0.983925336,0.854764471,,0.443379711,-0.16931991,0.249070522,1.241647222,-0.737345656,-0.826413765,0.240445752,-0.531139055,-0.304276306,-0.740323106,-0.68253564,0.18497996,-0.058497072,-0.807193046,-0.474658244,-0.334691376,0.266418285,0.306796725,0.105885581,-0.081064047,-0.486216982,-0.359260099,0.138867738
Mehul Issac,mehulissac@gmail.com,Male,Marathahalli,12.94343197,77.69891241,,-1.186816533,-0.829830801,-0.25586196,0.473561142,0.267901296,-0.759788684,-0.61096665,-0.552856295,0.953958985,-0.058710278,-1.878002834,,-0.53008699,-0.039259036,0.165576109,0.754475382,-1.582782422,-1.972399183,-1.404792741,-1.95205769,-2.06246472,-1.29052647,-1.181419131,-3.027456483,-0.043772585,-1.652284405,-0.979676602,-1.400865576,-0.205819302,-0.491870225,-1.141680403,-1.703808625,-2.408352678,-1.388495811,-1.3885308
Elakshi Buch,elakshibuch@gmail.com,Female,JP Nagar,12.90918993,77.56650782,,-1.243582703,1.020225997,-0.410984033,0.449946899,-1.151295738,-1.0786537,-1.39772459,-1.453865431,0.727752242,0.176510472,-0.918212846,,-0.785001611,-0.42573671,0.435512262,0.435278679,0.784396572,-0.910465196,-0.87674521,-1.232860307,0.270123948,-1.078705672,-1.582818946,0.343828296,-0.891748619,-0.704063794,0.863105002,0.21760747,0.473571497,-0.466246636,-0.170431005,-1.332031638,-1.042893004,0.036500077,-0.353965954
Tiya Shere,tiyashere@outlook.com,Female,Koramangala,12.95044898,77.61911501,,0.70883029,-1.064515131,0.334080998,-0.443926546,0.786282546,0.425690678,0.742526999,1.021109704,1.461270086,-0.650008681,-0.041267662,,0.233882314,-0.580324913,0.488564919,-0.048454427,0.525732512,0.136472016,0.697493458,0.589870193,-0.165414532,-0.40766975,0.189321657,-0.273502754,-0.552076486,-0.558298335,-0.180100025,-0.127127327,0.666918653,-0.145888123,-0.029676036,0.11728704,-0.194501846,-0.540065812,-0.395835512
Aarna Uppal,aarnauppal@gmail.com,Female,JP Nagar,12.90644795,77.58950409,,0.670488977,0.671757938,0.942141995,1.004434409,0.29433971,-0.210993681,1.094743194,0.436457771,2.298597261,0.176626689,0.474264143,,1.037920296,-0.495384547,0.071979294,0.151934269,0.892271487,1.611169745,2.493914109,1.636757489,1.454359743,1.297524743,1.924409847,1.607251364,0.763975477,1.076441166,0.93181027,0.948580283,1.629996936,0.87242342,0.587735551,0.04117359,1.012634408,0.392692449,-0.325827647
Ritvik Manne,ritvikmanne@gmail.com,Female,HSR Layout,12.89156492,77.67139493,,-0.490473695,0.498906336,0.036344932,-0.506977478,0.306943575,-0.074750299,0.317960806,0.381238733,-0.792831625,-0.896216439,-0.878361627,,-0.836105702,-0.25834088,0.357077198,0.377981713,-0.372684516,0.72254062,-0.746998264,-0.513182306,0.482296704,0.977275605,0.178467834,-1.326866126,0.136342033,-0.475576074,-0.298155701,-0.706603292,0.763817145,0.063657982,-0.53863268,-0.600212892,-0.030175422,-0.578446148,-0.236521309
Bhavin Suresh,bhavinsuresh@gmail.com,Male,Krishnarajapura,12.98639197,77.67485263,,-1.395444726,-1.342194412,-1.505034209,-0.604242246,-1.003555926,0.021907477,-0.103456472,-0.318274498,-0.762444833,-0.45050246,0.303726839,,-0.293549833,-0.775270371,-0.349908772,-0.541348461,-0.62219408,-0.6772466,-0.564138548,-0.921150024,-1.558509174,-0.828833542,-1.300372791,-1.696010722,-0.736717075,-1.241075815,-1.562491426,-1.649523687,-0.986672083,-1.609581707,-1.482527378,-1.789146395,-1.384147787,-2.073314422,-1.360914819
Shalv Biswas,shalvbiswas@gmail.com,Male,HSR Layout,12.93365269,77.6570159,,0.214392337,0.541146878,-0.148957978,-0.805059323,-0.045000978,0.245657141,0.692261631,0.553663053,-1.743620545,-0.082558228,0.327429317,,3.053972738,0.441157496,1.198855797,0.691241891,-0.081449446,-0.067668053,0.352018477,-0.962234406,-0.183516255,0.831892353,0.15330086,0.470590654,0.003510145,1.452224972,-0.804234701,-0.326053011,-0.013668087,-0.055795861,0.693875427,0.218202598,0.689290329,0.978969579,0.898286901
Jivin Chaudhuri,jivinchaudhuri@gmail.com,Female,HSR Layout,12.92190835,77.64264532,,-1.511080794,-0.772741668,-0.982169692,-0.868881176,1.071230513,1.147986168,0.968873906,1.455325371,1.48666857,-0.97697781,-0.244505168,,-2.029640958,-0.250777381,-1.288997759,-1.380725253,-1.390970143,-1.950970212,-2.577147172,-1.18661775,-1.458277923,-1.578047381,-0.815653113,0.035753854,-0.898048314,-1.912724782,-1.628432147,-1.112337496,-2.404179431,-1.311359632,-1.380800541,-1.830991602,-1.906682003,-1.167370017,-2.0112168
Piya Kibe,piyakibe@yahoo.com,Male,Sarjapur,12.85631038,77.79723698,,0.383421775,0.542718636,0.146048221,0.415369044,-0.400272505,-0.665475907,-0.125286769,-0.153202846,-1.190095979,-0.226606783,0.440011434,,0.175805679,0.608351416,0.042543875,-1.251126344,-2.445282646,-2.22860243,-1.871271432,-1.633937191,-1.135037581,-0.498466931,-0.558894525,-1.615726231,0.510602041,-0.277208745,0.631170603,0.285154318,-1.470905949,-0.14007593,-1.03076322,0.043261993,-1.136036988,-0.367646105,-0.965049666
Dishani Banik,dishanibanik@outlook.com,Female,HSR Layout,12.88986486,77.6432038,,-0.971064823,-0.173496971,-0.675403534,-0.511822919,0.060150013,1.097790569,0.651692206,0.867495741,0.303813548,0.339767054,0.255093948,,-0.021926845,0.129212904,-0.174489814,-0.299930064,-0.377111746,-0.04330582,-0.360254437,-0.235996094,-0.515302583,0.123788162,-1.361984646,0.348995488,0.758558353,-0.125751555,-0.86395861,-0.350185683,-1.207723843,-0.319368548,-0.088468562,-0.12207506,-0.335809942,0.0091507,0.005215538
Jivika Chaudhary,jivikachaudhary@gmail.com,Female,Sarjapur,12.83253237,77.79354181,,-0.529891604,-0.563474518,0.31437011,0.184593652,0.725891544,1.158681871,0.659073648,-0.244228269,0.242190474,0.019436073,-1.56349388,,-0.605173511,-1.211122396,-1.581347938,-1.003223186,-1.585552451,-0.86186028,0.354280655,-0.028356942,-1.384332686,-1.094113291,-0.260555129,-0.239587525,-0.339728886,-0.62077644,-0.004593442,-0.030608481,-1.451787321,-0.848063309,-1.076801625,-0.496125183,-1.13649386,-0.928847479,-0.912109468
Dhanush Vig,dhanushvig@yahoo.com,Female,Sarjapur,12.86415536,77.74579927,,-0.698155917,-1.986802689,-0.836697329,0.324374573,-0.417573183,0.601862766,0.345617001,-0.116437601,0.312555948,-1.33503879,-0.919164392,,0.132170983,0.474657358,1.704476408,2.116069641,2.232391253,1.37029626,-0.380171832,1.183723995,1.320423141,0.259317707,-0.230846342,0.698677012,0.997078496,-0.180405154,-0.417565432,-0.926699309,2.414499613,0.954554739,1.410157815,-0.121347071,0.515445502,0.410645244,-0.7276912
Dhruv Ramesh,dhruvramesh@gmail.com,Male,JP Nagar,12.92199411,77.5491394,,0.210378211,1.38823211,0.760996021,0.891973921,1.750824521,2.269450861,1.38401729,1.531805972,2.205325317,0.89680353,0.53465403,,-1.687205719,-0.119232999,0.358588406,0.084619908,0.258320793,-1.397888838,-1.392266176,-0.725824914,-2.089235762,-0.646637916,-0.357701552,-0.901353468,-1.429329514,-1.2964575,-0.484113879,-1.147982672,-0.412911773,-0.60927353,-0.544235031,-1.136146419,-1.028425417,-0.440058618,-0.939429839
Diya Ramakrishnan,diyaramakrishnan@yahoo.com,Male,HSR Layout,12.90475868,77.64070727,,1.289820683,1.40778693,0.212614171,0.361381085,-0.359766152,-0.524260627,-1.262753784,-1.320464208,-1.512498626,0.213576534,0.211294554,,0.961079613,-0.867139793,-0.183491056,-0.832709494,-1.6767526,-0.737998067,1.151144395,-1.102265164,-0.172321966,-0.115274006,0.191766983,-2.043108977,-0.825037732,-0.330452381,-0.321840893,0.308249364,-0.17805063,-1.166973828,-1.498905051,-0.722470803,-1.315271395,-0.338233282,-0.867422538
Ritvik Comar,ritvikcomar@outlook.com,Female,Marathahalli,12.97958657,77.70607776,,0.31028745,0.585725022,1.391535623,0.756815545,-0.249954088,-0.932443103,-0.262976441,-0.926905734,-0.576584897,-0.36299261,0.103294869,,0.167391607,-0.662307229,0.089705649,0.824840502,0.361545219,0.521308079,0.584194618,1.116468814,1.714205792,0.006240572,-0.026493997,-0.061228787,-0.192971492,0.71310786,0.821905227,1.707518242,0.255712865,0.009538314,0.276525604,1.327105436,-0.133006663,0.179221243,-0.069387882
Onkar Handa,onkarhanda@gmail.com,Male,HSR Layout,12.87820834,77.65422641,,0.683739112,-0.454595872,0.573308268,0.337349445,-0.021166572,-0.266708013,-0.94381244,-0.657521474,0.023996756,-0.411504001,-1.165793543,,-0.280096023,0.357518478,1.238111028,0.81408098,1.460275004,0.457371026,-0.779453842,1.27753876,1.379800935,0.566836696,0.877479884,1.259729042,0.336601123,1.30252599,1.920539061,1.058911296,0.608397912,1.213795505,1.277689734,1.851994132,2.214366623,1.058680474,0.90346328
Samar Barad,samarbarad@yahoo.com,Female,HSR Layout,12.91995956,77.68354299,,-1.062282133,-0.125899072,-0.532931286,0.002906701,-1.257629233,-0.195183619,-0.888936421,-0.239092926,-0.977741772,-0.316610509,0.757275922,,0.172151042,-0.761589814,1.808961611,0.669417889,0.497945172,-0.454219474,0.02191649,0.079697046,0.682145633,-0.293233506,0.169927136,0.503052833,-1.241738951,-0.61748599,-0.93996623,-0.013491157,0.270337218,-0.49671388,1.062785594,-0.775527334,-0.66020355,-0.976062833,-0.694277386
Divij Mammen,divijmammen@gmail.com,Female,HSR Layout,12.8928392,77.65597632,,-1.326087548,-1.274164644,-0.107464651,-0.741940262,-0.221969584,-0.374294356,-0.01582577,-0.889365914,-1.051073441,-1.984382972,-1.236157413,,0.695624082,-0.002690648,0.023334817,0.773142652,-0.826019329,-0.151637926,1.067502334,-0.492737948,0.133583531,-0.294115187,-1.347167399,-1.178070393,0.178067208,-0.177143105,0.345079224,0.005346641,-0.038494821,0.293442104,0.101497391,0.298162406,0.192476584,0.34924356,-0.371340374
Sumer Tak,sumertak@gmail.com,Female,Koramangala,12.94096794,77.65304046,,-0.393998637,0.163800211,-0.453442619,-1.320094716,0.914183168,0.973552048,1.174108028,0.590154056,1.972564064,0.471740492,1.236010115,,-0.273435233,-1.752481707,-1.793116271,-1.417766366,-1.22845087,0.67511836,0.138090503,0.422194004,-0.331817606,0.341321587,0.794056209,-0.830248231,0.448322904,0.511551321,0.051113989,-0.054837878,-0.014896821,-0.989376096,-1.496547202,-1.32707573,-1.123930078,-0.675611692,-1.118580343
Oorja Kar,oorjakar@gmail.com,Male,JP Nagar,12.88027016,77.574127,,0.230422374,0.248367949,-1.651656458,-0.133574981,0.036696168,0.253403409,0.100017671,-0.641354548,1.357594385,0.396905588,0.46600739,,0.355584864,0.193562171,-1.617709619,-0.843562456,0.646867739,0.258463003,0.042699121,1.162681799,0.521096134,0.299995775,-0.771951354,0.816483208,0.204188835,-0.213612148,-0.003078799,-0.671121698,0.065981546,0.710579602,0.32456824,0.1984835,-0.432788495,-1.061684858,-0.260109865
Ishita Aurora,ishitaaurora@outlook.com,Female,HSR Layout,12.90542895,77.66238737,,-0.367002296,-0.376641302,0.67347103,0.25595352,0.592009198,0.532074274,-0.267795465,0.222161785,-0.429736742,-0.190932022,0.428227924,,-0.492846058,-1.08886234,0.671349166,-0.135244364,-0.075524564,1.31502869,1.139702931,0.29628916,0.785802378,2.262580598,0.647230777,-0.080850621,2.371907034,1.620705112,1.231364786,1.519957097,1.186005546,0.411386371,0.55589429,0.963731483,0.846768494,0.921798139,1.459750193
Faiyaz Tripathi,faiyaztripathi@gmail.com,Male,Krishnarajapura,12.98739631,77.6959808,,-0.912479799,0.348438814,0.16025981,-0.717926935,-0.340648742,-0.323365364,0.084874417,0.80155057,-0.348225888,0.854819515,0.553697976,,-0.215852497,-0.983470889,-1.728526273,-2.018090993,-0.906916022,-1.401302284,-1.276963401,-1.592563392,-1.095944164,-1.008522285,-1.155115475,-0.377158919,-1.575415147,-1.451952745,-1.069127622,-0.946092945,-1.740463583,-1.874912081,-1.841952751,-1.840548437,-1.771307548,-1.87697675,-2.254896998
Jivika Chaudhary,jivikachaudhary@gmail.com,Male,JP Nagar,12.87631143,77.60334559,,0.33497086,0.10281182,0.613936775,1.29408818,0.332126353,-0.444308875,-0.187636143,0.260984728,-0.023555915,-1.51927814,-1.878768283,,-2.531769596,-1.426999503,-1.213733607,-1.995342441,-0.287714554,-0.713595837,-1.954144279,-0.791475324,-0.883405214,-0.028346204,-1.225838988,-1.055417736,-0.823554657,-1.22622649,-0.809684769,-2.046534754,-1.271591542,-2.314084098,-2.050928426,-2.668693976,-2.082904626,-1.356370414,-2.474032493
Yuvaan Sagar,yuvaansagar@outlook.com,Female,Indiranagar,12.97990184,77.64938456,,0.595366529,1.207746772,0.569809922,0.856449225,0.837199161,0.799143593,0.902775278,1.125595568,0.032349483,-0.819266066,-0.822414116,,0.623855314,-0.18085257,0.551192932,0.930387001,-0.275286939,1.465080078,1.341333784,1.834594853,1.441170756,0.301491611,0.815646422,-0.168799242,0.120608907,2.379495072,1.935550136,1.604008427,1.396435228,-0.064943595,0.997598013,1.395137695,1.727589833,1.433427218,1.002582539
Tara Sahota,tarasahota@gmail.com,Male,Koramangala,12.9673981,77.63089617,,-0.400086264,-1.178178069,0.115269603,-0.391146249,0.01019951,0.409346247,-0.269444387,0.740236667,0.884466257,-1.162849895,-0.21091033,,0.228753371,-0.57939438,0.74497547,1.273188904,-0.285145899,0.697335529,0.652057668,0.913564077,1.181176545,0.331206192,1.072503733,-0.136465768,0.461347129,1.364647317,0.649951702,2.048328242,0.888422193,0.083572776,0.517846696,1.958183518,0.957638173,1.417764385,0.897820533
Nitara Suri,nitarasuri@gmail.com,Male,Indiranagar,12.97128423,77.64069073,,-0.607340184,-0.076236944,-0.117949909,-1.878331913,-1.452852865,-2.013218485,-1.745696587,-1.496824404,-1.387509486,-0.774904522,-0.168004741,,-0.973786362,-0.375129467,0.582106386,0.334012433,0.093396699,-0.470316554,-1.146882418,0.185622727,-0.315001779,-0.901175524,0.065241017,-0.585792814,-1.341193688,-0.288944692,-0.531245566,-0.228672855,0.364446028,-0.090284212,0.050624302,0.246063578,-0.255225804,0.628883156,-0.747681045
Mahika Golla,mahikagolla@outlook.com,Male,Sarjapur,12.84394053,77.77503746,,0.113359705,0.025077177,-0.443547073,1.218443336,-0.266950702,-0.497795297,-1.109810461,-0.344501507,0.849526035,-0.377142049,-1.079491631,,-0.861326778,-0.434800556,-0.247537254,-0.621208069,-0.909737947,-1.372091658,-1.233035375,-0.448751065,-1.163865175,-1.671435541,-0.715748828,-0.879819999,-1.027000943,-0.217607694,1.910588584,0.037871121,-1.105369998,-0.298058158,-0.70687784,0.247958566,-0.612523213,0.424388924,-0.515892592
Diya Mander,diyamander@gmail.com,Female,Koramangala,12.93652215,77.6251164,,-0.352295708,0.067559728,-0.357649666,1.44376356,0.960949122,0.157089803,0.639810181,1.1086862,1.019717332,-0.344881791,-0.725605552,,-1.190177041,-0.472459535,-0.343153568,-0.222651431,0.874669674,1.465471732,0.540553024,1.283240632,1.352583313,0.776292754,0.654650537,1.061508739,1.072545727,0.296287006,0.970248099,0.124500742,0.354082721,-0.952691266,-0.158762708,-0.249499576,0.114514669,0.229076718,0.386737109
Advika Chahal,advikachahal@yahoo.com,Female,Koramangala,12.948099,77.60430346,,0.181343746,-0.77349276,0.437724973,0.112923288,-0.824794166,-1.211107057,-0.140517573,-0.279029543,-0.763191811,0.444223312,-0.453482715,,0.722004105,-0.500619247,1.149939312,0.453794473,0.347719402,0.850927843,1.023434361,0.771268879,0.580712996,0.235508547,0.543700362,1.265803657,0.492186858,1.205149099,0.455250244,1.451079622,0.98635732,0.560754295,0.846585321,0.857321035,0.453752219,2.222457299,1.250031264
Nakul Sarkar,nakulsarkar@gmail.com,Female,JP Nagar,12.88400968,77.6068106,,1.040767382,1.311279336,-0.931668547,-1.207098491,0.457565308,0.498615429,0.572160106,-0.219619791,1.264849208,0.261716549,-0.242846282,,-1.089997233,-0.308596122,-0.433484181,0.563343148,0.029853014,-0.365028969,-0.232093229,0.699879438,0.272748651,-1.49230136,-1.559330451,0.741898156,-0.037945708,-1.467856766,0.660126979,-0.936460626,0.385155879,0.468229579,0.05659588,0.767585938,0.319182973,-0.152727854,-0.429130839
Divyansh Biswas,divyanshbiswas@gmail.com,Female,Marathahalli,12.94104442,77.68192429,,0.080717534,0.557743714,1.266820617,1.196986067,1.9558608,0.693207893,-0.194214665,-0.145624245,0.766350167,-0.105200297,-0.204329737,,1.474523248,1.143513328,1.0133075,1.16868426,1.7751639,1.705810202,1.796541442,1.601215526,1.814081737,0.728483925,-0.075208404,1.233107025,1.100494825,0.58962847,-0.147983743,0.723531101,1.876970381,1.070434541,1.332276812,0.789992527,1.229321031,1.118621512,0.935486593
Prerak Chandra,prerakchandra@outlook.com,Male,Marathahalli,12.96725355,77.65612187,,0.216909856,-0.812489423,-1.272817842,-0.820895755,-0.446405817,-0.120668313,-0.022776276,-0.085302554,-0.214061308,-0.089202937,-0.879468371,,-0.191934444,-1.399589022,-0.611410881,-0.767549884,-1.402538685,-0.187242016,-0.560643639,-0.555216346,-0.441685402,-0.567389438,-0.99003441,-1.282256001,-0.521163481,0.866925279,1.504028631,-0.508383287,0.071369766,-1.070848467,-0.535098081,-0.381740511,-0.422972795,-0.245758372,-0.611850141
Damini Gera,daminigera@yahoo.com,Male,Koramangala,12.91214934,77.63761697,,0.348432392,0.656555748,0.554711334,2.148680457,-0.618864271,0.817008579,0.013333557,-0.411340609,1.379404271,1.719642732,1.35626098,,0.560629205,-1.005804972,-0.367581512,-1.05696642,-0.314690998,0.372897158,0.667530643,0.123139701,1.151907319,-0.093529694,0.032704896,-0.343159484,0.467099342,0.300010968,-0.025143033,0.750537676,0.445635721,-0.316095813,-0.141384689,0.316537887,-0.12221983,-0.29713918,-0.088150367
Amani Banik,amanibanik@gmail.com,Male,Koramangala,12.92535677,77.63594793,,0.904962817,-0.292117443,2.152446707,2.201150181,-0.209102769,0.310406838,-0.057830494,1.077238757,0.82178026,-0.59612688,-0.009532279,,-1.396187608,-1.540003695,-1.143344033,-1.978103576,-2.196201736,-1.517945344,-0.953650596,-1.425777032,-1.337975674,0.111311888,-0.06733375,-1.809038003,-0.018398285,-0.146158243,0.057825357,0.293581865,-0.662834697,-0.092046741,-0.961338216,-0.481670681,-1.344051613,-1.023265832,-0.819703241
Jiya Yogi,jiyayogi@gmail.com,Male,Marathahalli,12.9485542,77.72010458,,-0.522882526,-0.011293226,0.571119199,0.579147661,0.471109356,-1.069225827,-0.960669425,-0.962307345,-0.88338486,-0.23091796,0.588059024,,-0.485102111,-0.504252461,0.224353894,-0.522503605,0.481301494,-0.11998839,-1.076740906,0.524776432,0.102225824,-0.573514783,0.112101361,-0.36803922,0.273427714,1.372091605,0.317553574,0.805924491,-0.315437502,0.253840768,0.308588733,1.628355869,0.003098252,0.840831851,0.25051625
Shayak Chawla,shayakchawla@gmail.com,Female,Marathahalli,12.96128747,77.67421438,,0.023658845,-0.034792839,-0.136921651,-0.009156321,-0.248709906,-0.818570725,-0.025578655,-0.844027223,-0.687946964,0.374391222,-1.020879752,,0.932226536,-0.238936067,-0.090183539,-0.199351023,0.294737254,1.40375841,0.534988925,1.016284828,0.326411732,0.796021326,-0.358458768,0.112605818,0.73133609,1.255647008,-0.445410209,0.457392239,0.219860538,0.043375171,0.024063611,0.066163949,0.280043538,0.704714449,0.723149865
Baiju Rau,baijurau@gmail.com,Male,Marathahalli,12.93551604,77.70831586,,0.016168,1.428740534,1.743769675,0.791980171,-0.652039894,-0.904839003,-1.409008293,-1.226189148,-1.210179757,0.485002861,0.652214014,,0.23752655,-0.526842684,-0.424047907,0.126081929,1.085806883,-0.341877197,0.67371129,0.374501985,-0.024521546,-1.193241304,-1.551489137,0.624995185,-0.351750149,-0.335366042,-0.508193797,0.90440972,-0.297004137,-0.156726179,-0.19638916,-0.036841733,-0.190130088,0.499237458,-0.003231978
Trisha Krishnan,trishakrishnan@gmail.com,Male,Krishnarajapura,13.01362157,77.6799532,,1.166644308,0.221531452,-0.556271296,0.226314113,0.413652254,0.594393888,-0.368670299,-0.502356886,0.885015133,0.955379574,1.469576909,,-1.871432957,-0.185632221,-0.576097927,-0.08352911,-0.727106675,-0.014738329,-1.945604023,0.318702805,-0.33461865,-0.034661627,0.047639401,-1.319443913,0.662537424,0.634409587,1.171657535,0.08908972,-0.576770673,-0.236650465,-0.934928397,0.010039741,-0.203418852,-0.321515617,-0.401659525
Riya Deo,riyadeo@gmail.com,Male,Koramangala,12.95453521,77.6627953,,-0.015789007,0.595342882,0.244747158,-0.618916115,1.593815781,0.939859125,1.264385189,0.927694569,1.715847506,0.179290993,-0.004551409,,0.065781192,1.592743111,2.4771563,2.219588747,2.938952274,1.650903916,1.427855081,1.971437556,1.605891387,0.418653922,-0.176342203,3.563343225,1.167160063,-1.371822832,0.421290812,-0.271703344,1.536047492,1.525266686,1.677478164,0.775876969,1.438904248,1.551770959,1.082380029
Inaaya  Ganesh,inaayaganesh@yahoo.com,Male,JP Nagar,12.87349709,77.55035191,,0.295321204,0.186277146,-1.477395752,-1.365527326,-1.378185713,-0.54478971,-0.486764575,-0.505675851,-0.388579537,-0.626292605,-0.080733574,,0.41046826,0.220379438,1.012047796,1.039561435,-0.798276541,-0.594093254,0.655064801,-1.063616336,-1.447849932,-0.783821595,-1.71318912,-0.853942727,0.428149124,-0.624788619,-0.035133455,-0.079731625,-0.560771558,-0.912856878,-0.209801924,-0.744441157,-0.479362766,0.725940875,-0.109041545
Tanya Solanki,tanyasolanki@outlook.com,Male,Koramangala,12.92417479,77.66441998,,-0.73951767,-0.20341896,0.1706806,0.5379223,-1.218178088,-0.881430899,-0.585951579,0.262628083,-1.414991954,-0.173980296,0.159001285,,0.055047795,0.203614309,0.508147016,-1.086893512,0.568419023,0.897770008,-0.208613917,1.083357231,0.598752142,1.528978679,0.58539548,1.139750614,0.248617233,1.448327821,0.924020674,0.755974421,0.736976953,0.176383784,1.1242343,0.784422231,0.976190687,1.459546671,1.008227532
Keya Suresh,keyasuresh@outlook.com,Male,Varthur,12.95506489,77.69287729,,1.582444322,1.568376398,0.033806419,2.244618623,1.946229217,1.842865307,1.544583525,2.059143951,1.798387182,1.210909973,1.614331463,,0.418686207,-0.861862462,1.007824155,0.408776231,0.872670296,0.038758222,-0.045977489,-0.856951242,0.027126578,-0.043171031,0.321741464,0.679898121,1.489475043,0.661930645,-0.633206559,-0.51617238,1.243197056,0.809065031,0.557948193,-0.513361076,0.274234136,0.080195282,-0.138293871
Vedika Rastogi,vedikarastogi@yahoo.com,Female,Marathahalli,12.9557566,77.68640501,,-0.247815337,0.515547635,0.027145027,0.152915063,-0.73603823,-1.598950492,-0.855626305,-0.795402603,-0.197225846,-0.037511276,0.150141698,,1.574476006,0.472996835,0.244233732,1.818431123,-0.833170622,0.678200987,2.475217106,-0.119531169,-0.746345241,0.357798781,-0.085965423,-0.204847665,-0.363885802,-0.58763148,-0.708429054,-1.184380977,0.56956429,0.850435942,0.336557887,-0.698412181,1.500604855,0.781431455,0.765526814
